actual	greedy	beam_search	greedy_wer	greedy_cer	beam_search_wer	beam_search_cer
he had four children maha amani nabeel and hani	he harede d fol tchioldren mahaarmaneiye nabil and hana	he had four children are many noble and no	0.7777777777777778	0.3617021276595745	0.4444444444444444	0.23404255319148937
he also proved that the class of locally free algebras has a decidable theory	he also proved that the class ove locoaly fr onerbrurs has ay dissidabal theiriy	he also proved that the class of local free underbrush has a disable thry	0.5	0.2597402597402597	0.2857142857142857	0.16883116883116883
tikotin slowly resumed his activities as a dealer in japanese art	tecalten slowly resuomed his ativitiys as a deler in japaneays arts	helen slowly resumed his activities as a dealer in japanese art	0.5454545454545454	0.2	0.09090909090909091	0.09230769230769231
congress is still considering legislation that would implement something similar to the broadcast flag	congress istill consedarin leguslacion datrold mploiment some things singulre to the ord castfileck	congress is still considerin legislation to employment something singular to the castle	0.7857142857142857	0.30392156862745096	0.5	0.23529411764705882
his third album suicaine gratifaction is a pianodriven melancholy and highly personal work	histrd alban swek and gratification is a pianmow drivin mmelncouwly in hiely persional wark	hist alban sure and gratification is a piano drivin melancholy in highly personal work	0.9230769230769231	0.3111111111111111	0.6153846153846154	0.2
folsom is home to two of the ridley school district's nine schools	fal som as home to t ove the redl scoal districts nine scoales	folsom as home to to love the real school districts nine schools	0.75	0.24242424242424243	0.4166666666666667	0.15151515151515152
services are provided by southeastern and thameslink	serveises ar provided by sovin eiastam and tins linke	serviss a provided by seven easton and tense line	0.8571428571428571	0.3269230769230769	0.8571428571428571	0.3076923076923077
he defeated chris hamrick	wat peto fitet cris homberloke	what a fete cries hombre	1.25	0.68	1.25	0.56
insular provinces are treated specially	in sonlo provences ar tretrte shan	in some provinces retorted shane	1.2	0.4358974358974359	1.0	0.4358974358974359
long beach's early economy was based largely upon radishes	long bets eirly equinnor moras beavs haote apon crotichions	long beats early equine moans out upon crutches	0.8888888888888888	0.5344827586206896	0.6666666666666666	0.5
the ancients were acquainted with such noxious vapors in their own country	the anshoants were a quaintead with such nokouss vaprs in ther on country	the ancients were acquainted with such noxious vapors in their own country	0.5833333333333334	0.16216216216216217	0.0	0.0
this test is often used to manage eye disorders	this test is offen yws dt i to minainge aties or dust	this test is often used to manage as for dust	0.8888888888888888	0.44680851063829785	0.3333333333333333	0.2127659574468085
they would soon be killed by lightning or snakebites	theay would son be cield biy liatning or snake bits	they would soon be killed by lightning or snake bites	0.7777777777777778	0.19230769230769232	0.2222222222222222	0.019230769230769232
mitsuda considers chrono trigger a landmark title which helped mature his talent	meituene coniders ornorltige elen mauketisol wich harlmechore his paen	mine considers not ellen markets which he or his pain	0.9166666666666666	0.45	0.75	0.475
the island is north of prince rupert british columbia	the ilend is nmof of prins rpart british curlombia	the island is not of prince rupert british columbia	0.5555555555555556	0.24528301886792453	0.1111111111111111	0.03773584905660377
beaton replaced mike hammond	ba tone ceables the mik ame onte	a toneless the make me want	1.75	0.6428571428571429	1.5	0.6428571428571429
chamber ballet offered numerous opportunities for fledgling choreographers	shanble bellay offered numors oprtunetys fore fledgiling coriaugrifors	shambler belay offered nemours operations for fledgling or augers	0.875	0.33783783783783783	0.75	0.35135135135135137
in java gregory by then a lieutenant began suffering from ill health	in sav gregary by dun a lue tenent began soffering from il heltth	in save gregory by don lieutenant began suffering from ill health	0.6666666666666666	0.19117647058823528	0.25	0.10294117647058823
saint john's lutheran school is also located in the community	sant ganes lothorens scol is also located in the comunity	saint jans lutherans is also located in the community	0.5	0.19672131147540983	0.3	0.14754098360655737
the liberalleaning editorial page has brought donald kaul back for sunday opinion columns	that liberera lening editorial page has brought dounout cle becke fore sanday oprinion caloms	that liberal leaning editorial page has brought down out beck for sandy opinion calms	0.7692307692307693	0.24719101123595505	0.6153846153846154	0.1797752808988764
the lake was the main setting of the fourth xfiles episode the conduit	vilair was the mansfeting of the falt ex fliese a pesod the condt	villa was the man eating of the flesh flies aped the conde	0.7692307692307693	0.35714285714285715	0.6153846153846154	0.34285714285714286
it may be used in lieu of abrasive fine polishing in microstructural preparation	it may be ywsed in yere of abrasice fin poulison in nicosturctorl preparacon	it may be used in yere of brass find poison in constructor preparation	0.5384615384615384	0.25	0.38461538461538464	0.25
through its israeli subsidiary dexia operates in certain israeli settlements in the disputed territories	thorow ics isaral stus dard degiopared in sertan isoraly settoalnment in the desutad taritorse	how is sir stop dared desired in certain surly settlement in the deputed tutors	0.7857142857142857	0.34615384615384615	0.7142857142857143	0.40384615384615385
have mercy that is all munier had said	have mey and thatt is arlmonia had seaid	have mercy and that is ramona had said	0.75	0.3157894736842105	0.375	0.3157894736842105
saint jerome said we must set aside stated hours for the duty of praying	saine geronme sed we mostd sed as ties stat ed aowas fore the duty of prain	saint jerome said we must set aside stated was for the duty of brain	0.8571428571428571	0.2638888888888889	0.14285714285714285	0.09722222222222222
it is also introduced to india	it is also infrics to to indea	it is also in riches to the end	0.5	0.26666666666666666	0.6666666666666666	0.43333333333333335
glaser is a leading writer in the field of queer theology	cleasr is ite d riter in desthintaof queirla stei loge	clear is the rite in distant qua sti loge	0.8181818181818182	0.49122807017543857	0.8181818181818182	0.5789473684210527
see duke of guise for a list	se yoke ofe gaes fornlist	see yoke of goes for it	1.0	0.35714285714285715	0.5714285714285714	0.32142857142857145
the same thing is done to a house infected by smallpox	the same thingis dantal a hows in feactad bay es moled os	the same thing is done a house infected by me	0.9090909090909091	0.35185185185185186	0.18181818181818182	0.18518518518518517
sofia mulanovich was a noticeable early casualty after losing out to moore	sofiamowranorvich was an moussisticel adecasually te of the lsing oft tonor	sofia maranovitch was a musical casually of the losing of tone	0.9166666666666666	0.4594594594594595	0.6666666666666666	0.36486486486486486
originally developed as the largelyresidential faubourg ste	ariina lette puilopt es hea largli resideinctal for bokce ste	originality but is he a large residence for bok ste	1.2857142857142858	0.4576271186440678	1.2857142857142858	0.4576271186440678
koreans were formerly forbidden to utter the king's name	cariens were frmily forbidin to uttere the cings nam	carnes were formally forbidden to utter the king's name	0.6666666666666666	0.23214285714285715	0.2222222222222222	0.125
also he alone and again intentionally provides the reader with background information	odsol e anonm and agan emtenchir lony provides he redear with bagron informaion	so he now and again mention provides a reader with grown information	0.8333333333333334	0.2823529411764706	0.4166666666666667	0.25882352941176473
